"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00322308767285102,0.687666401438027,0.502,0.333,1,"0","ENSMUSG00000028261"
0.00325965668460113,0.629532900079208,0.627,0.476,1,"0","ENSMUSG00000004268"
0.00335977054082032,0.598796656275448,0.657,0.543,1,"0","ENSMUSG00000038374"
0.00338122490337215,1.19344251491184,0.253,0.114,1,"0","ENSMUSG00000001313"
0.00339129483586896,0.28571120658913,0.948,0.933,1,"0","ENSMUSG00000027566"
0.00340213741457269,1.02345280838437,0.343,0.2,1,"0","ENSMUSG00000022982"
0.00340253761561552,0.854549248752499,0.352,0.19,1,"0","ENSMUSG00000109511"
0.00341682130148905,1.01313968257488,0.343,0.19,1,"0","ENSMUSG00000020250"
0.00376644390097874,0.564454138133483,0.536,0.352,1,"0","ENSMUSG00000027011"
0.00378295312245777,0.375357917182059,0.884,0.829,1,"0","ENSMUSG00000109324"
0.00383404967406138,0.666327312832619,0.652,0.486,1,"0","ENSMUSG00000025813"
0.00389547186470505,0.613179750862838,0.352,0.181,1,"0","ENSMUSG00000020116"
0.00391123050235369,1.1863046926247,0.275,0.133,1,"0","ENSMUSG00000040374"
0.0039180665663545,0.448126813357185,0.854,0.8,1,"0","ENSMUSG00000004264"
0.00398387540132576,0.922286097054244,0.395,0.229,1,"0","ENSMUSG00000028312"
0.00408297891326315,1.01624354255831,0.339,0.19,1,"0","ENSMUSG00000024277"
0.00414260524186286,0.581613875613259,0.545,0.362,1,"0","ENSMUSG00000028034"
0.00423986184487048,0.312817175670461,0.605,0.419,1,"0","ENSMUSG00000032085"
0.00424940638079086,0.948343018683153,0.318,0.162,1,"0","ENSMUSG00000025374"
0.00437351879448805,0.451593629429201,0.648,0.476,1,"0","ENSMUSG00000063870"
0.00448097663388672,0.441377307953206,0.794,0.686,1,"0","ENSMUSG00000020477"
0.00450171577041304,0.603200344757355,0.584,0.438,1,"0","ENSMUSG00000051855"
0.00451304768370807,0.558944141365434,0.584,0.429,1,"0","ENSMUSG00000057497"
0.00454837529832354,1.00844184347016,0.365,0.229,1,"0","ENSMUSG00000025134"
0.00462084019706313,0.795687738267098,0.391,0.229,1,"0","ENSMUSG00000020923"
0.00466911042684724,0.832995231802261,0.438,0.295,1,"0","ENSMUSG00000001576"
0.00482950496751775,0.598578094468689,0.618,0.457,1,"0","ENSMUSG00000045690"
0.00487529599253206,1.04370112562609,0.275,0.133,1,"0","ENSMUSG00000026131"
0.00500270127222763,0.845349471480624,0.408,0.257,1,"0","ENSMUSG00000052833"
0.00516722353732148,1.0997727226858,0.275,0.133,1,"0","ENSMUSG00000025477"
0.00530177235334249,0.525851672459647,0.429,0.238,1,"0","ENSMUSG00000031448"
0.00539779648078697,0.299266197131226,0.983,0.933,1,"0","ENSMUSG00000038462"
0.00546293209866911,1.09281995179973,0.288,0.143,1,"0","ENSMUSG00000031762"
0.00548753919103545,1.0373064880532,0.343,0.19,1,"0","ENSMUSG00000039639"
0.00548826252332137,1.03166382657385,0.292,0.152,1,"0","ENSMUSG00000031799"
0.00554076643508817,0.29353052482715,0.923,0.867,1,"0","ENSMUSG00000008683"
0.00562452872084417,0.820135015617842,0.399,0.238,1,"0","ENSMUSG00000067276"
0.00568681155713566,0.800636915955277,0.403,0.248,1,"0","ENSMUSG00000094483"
0.00575739203365102,1.02084054228816,0.3,0.162,1,"0","ENSMUSG00000038412"
